episode,seed,algo,wind_mode,return,steps,success,violations,collisions,pickup_success,dropoff_success,epsilon
105,1,q_learning,hidden,-31.0,49,1,1,5,1,1,0.6564936572543868
106,1,q_learning,hidden,-58.0,55,1,1,10,1,1,0.6538676826253692
107,1,q_learning,hidden,-74.5,48,1,3,6,1,1,0.6512522118948678
108,1,q_learning,hidden,-19.0,30,1,0,10,1,1,0.6486472030472883
109,1,q_learning,hidden,-406.5,113,1,17,4,1,1,0.6460526142350992
110,1,q_learning,hidden,-145.0,63,1,5,9,1,1,0.6434684037781587
111,1,q_learning,hidden,-45.0,48,1,0,12,1,1,0.6408945301630461
112,1,q_learning,hidden,-294.0,120,0,8,7,1,0,0.6383309520423939
113,1,q_learning,hidden,-26.0,46,1,0,9,1,1,0.6357776282342243
114,1,q_learning,hidden,-156.0,86,1,4,11,1,1,0.6332345177212875
115,1,q_learning,hidden,-233.0,120,0,4,10,0,0,0.6307015796504023
116,1,q_learning,hidden,-344.5,120,0,10,9,0,0,0.6281787733318007
117,1,q_learning,hidden,-314.5,74,1,14,6,1,1,0.6256660582384734
118,1,q_learning,hidden,-149.0,96,1,1,20,1,1,0.6231633940055196
119,1,q_learning,hidden,-19.0,46,1,1,3,1,1,0.6206707404294975
120,1,q_learning,hidden,-301.0,120,0,7,12,1,0,0.6181880574677795
121,1,q_learning,hidden,-250.0,113,1,5,22,1,1,0.6157153052379084
122,1,q_learning,hidden,-411.0,120,0,13,12,1,0,0.6132524440169568
123,1,q_learning,hidden,-4.0,36,1,0,6,1,1,0.6107994342408889
124,1,q_learning,hidden,1.0,37,1,0,5,1,1,0.6083562365039253
125,1,q_learning,hidden,-67.5,62,1,2,6,1,1,0.6059228115579096
126,1,q_learning,hidden,5.0,32,1,0,5,1,1,0.6034991203116781
127,1,q_learning,hidden,-315.0,70,1,13,10,1,1,0.6010851238304313
128,1,q_learning,hidden,-234.5,111,1,6,14,1,1,0.5986807833351095
129,1,q_learning,hidden,-149.5,56,1,7,4,1,1,0.5962860602017691
130,1,q_learning,hidden,-124.0,65,1,5,5,1,1,0.5939009159609621
131,1,q_learning,hidden,-117.5,81,1,3,9,1,1,0.5915253122971182
132,1,q_learning,hidden,-99.0,48,1,5,3,1,1,0.5891592110479298
133,1,q_learning,hidden,-4.5,37,1,0,6,1,1,0.586802574203738
134,1,q_learning,hidden,-153.5,72,1,4,13,1,1,0.5844553639069231
135,1,q_learning,hidden,-41.5,52,1,2,3,1,1,0.5821175424512953
136,1,q_learning,hidden,-10.5,44,1,1,2,1,1,0.5797890722814902
137,1,q_learning,hidden,-369.5,120,0,8,21,0,0,0.5774699159923642
138,1,q_learning,hidden,-322.5,120,0,9,8,0,0,0.5751600363283947
139,1,q_learning,hidden,-32.0,50,1,2,1,1,1,0.5728593961830811
140,1,q_learning,hidden,-252.5,77,1,9,12,1,1,0.5705679585983489
141,1,q_learning,hidden,-106.5,44,1,4,9,1,1,0.5682856867639554
142,1,q_learning,hidden,33.5,27,1,0,0,1,1,0.5660125440168996
143,1,q_learning,hidden,-124.0,74,1,3,11,1,1,0.563748493840832
144,1,q_learning,hidden,-13.5,40,1,1,3,1,1,0.5614934998654687
145,1,q_learning,hidden,-55.5,53,1,2,5,1,1,0.5592475258660068
146,1,q_learning,hidden,-13.0,54,1,0,5,1,1,0.5570105357625428
147,1,q_learning,hidden,-28.5,30,1,2,4,1,1,0.5547824936194926
148,1,q_learning,hidden,-39.5,37,1,2,5,1,1,0.5525633636450147
149,1,q_learning,hidden,-13.5,45,1,0,6,1,1,0.5503531101904345
150,1,q_learning,hidden,-424.0,120,0,13,13,1,0,0.5481516977496729
151,1,q_learning,hidden,-95.5,42,1,5,3,1,1,0.5459590909586741
152,1,q_learning,hidden,-239.0,112,1,7,11,1,1,0.5437752545948394
153,1,q_learning,hidden,-183.0,77,1,6,10,1,1,0.5416001535764601
154,1,q_learning,hidden,-4.5,36,1,0,6,1,1,0.5394337529621542
155,1,q_learning,hidden,-30.5,43,1,2,2,1,1,0.5372760179503057
156,1,q_learning,hidden,15.0,31,1,0,3,1,1,0.5351269138785044
157,1,q_learning,hidden,-83.5,67,1,3,4,1,1,0.5329864062229904
158,1,q_learning,hidden,-83.5,41,1,4,5,1,1,0.5308544605980984
159,1,q_learning,hidden,-54.0,64,1,2,3,1,1,0.528731042755706
160,1,q_learning,hidden,0.5,48,1,0,3,1,1,0.5266161185846832
161,1,q_learning,hidden,-22.5,45,1,1,4,1,1,0.5245096541103444
162,1,q_learning,hidden,-77.0,62,1,2,8,1,1,0.5224116154939031
163,1,q_learning,hidden,-133.0,66,1,5,6,1,1,0.5203219690319275
164,1,q_learning,hidden,-34.5,56,1,0,8,1,1,0.5182406811557998
165,1,q_learning,hidden,-256.0,86,1,10,7,1,1,0.5161677184311766
166,1,q_learning,hidden,-49.0,53,1,1,8,1,1,0.5141030475574518
167,1,q_learning,hidden,-29.5,42,1,2,2,1,1,0.5120466353672221
168,1,q_learning,hidden,-49.0,40,1,2,6,1,1,0.5099984488257532
169,1,q_learning,hidden,-327.5,120,0,9,10,1,0,0.5079584550304501
170,1,q_learning,hidden,-65.0,53,1,2,7,1,1,0.5059266212103284
171,1,q_learning,hidden,-7.0,38,1,1,2,1,1,0.503902914725487
172,1,q_learning,hidden,-37.0,50,1,1,6,1,1,0.5018873030665851
173,1,q_learning,hidden,1.0,26,1,1,3,1,1,0.4998797538543187
174,1,q_learning,hidden,-4.5,25,1,1,4,1,1,0.4978802348389015
175,1,q_learning,hidden,-28.0,46,1,1,5,1,1,0.49588871389954586
176,1,q_learning,hidden,2.0,28,1,1,2,1,1,0.49390515904394766
177,1,q_learning,hidden,-27.5,36,1,0,11,1,1,0.49192953840777187
178,1,q_learning,hidden,-50.5,43,1,3,2,1,1,0.4899618202541408
179,1,q_learning,hidden,-12.5,43,1,0,6,1,1,0.4880019729731242
180,1,q_learning,hidden,-51.0,55,1,2,4,1,1,0.4860499650812317
181,1,q_learning,hidden,-36.5,45,1,1,7,1,1,0.4841057652209068
182,1,q_learning,hidden,-167.5,99,1,5,8,1,1,0.48216934216002316
183,1,q_learning,hidden,9.5,48,1,0,1,1,1,0.48024066479138305
184,1,q_learning,hidden,-1.5,27,1,1,3,1,1,0.47831970213221753
185,1,q_learning,hidden,-84.5,47,1,4,4,1,1,0.47640642332368865
186,1,q_learning,hidden,-81.0,54,1,4,2,1,1,0.47450079763039393
187,1,q_learning,hidden,-52.5,62,1,1,7,1,1,0.47260279443987235
188,1,q_learning,hidden,3.5,37,1,0,4,1,1,0.47071238326211284
189,1,q_learning,hidden,-56.0,37,1,2,8,1,1,0.4688295337290644
190,1,q_learning,hidden,-85.5,48,1,3,8,1,1,0.4669542155941481
191,1,q_learning,hidden,-87.5,55,1,3,7,1,1,0.46508639873177154
192,1,q_learning,hidden,-23.5,40,1,0,9,1,1,0.46322605313684445
193,1,q_learning,hidden,7.0,29,1,0,5,1,1,0.46137314892429704
194,1,q_learning,hidden,-45.0,43,1,2,5,1,1,0.4595276563285999
195,1,q_learning,hidden,-57.5,62,1,1,8,1,1,0.45768954570328546
196,1,q_learning,hidden,-8.5,25,1,2,1,1,1,0.4558587875204723
197,1,q_learning,hidden,-145.0,67,1,6,5,1,1,0.45403535237039044
198,1,q_learning,hidden,-38.0,35,1,2,5,1,1,0.4522192109609089
199,1,q_learning,hidden,-190.5,72,1,7,8,1,1,0.4504103341170652
200,1,q_learning,hidden,2.0,30,1,1,2,1,1,0.44860869278059695
201,1,q_learning,hidden,19.0,33,1,0,2,1,1,0.4468142580094746
202,1,q_learning,hidden,-39.0,36,1,2,5,1,1,0.4450270009774367
203,1,q_learning,hidden,-23.0,41,1,2,1,1,1,0.44324689297352693
204,1,q_learning,hidden,24.0,27,1,0,2,1,1,0.44147390540163284
205,1,q_learning,hidden,21.5,24,1,0,3,1,1,0.4397080097800263
206,1,q_learning,hidden,-5.0,41,1,0,5,1,1,0.4379491777409062
207,1,q_learning,hidden,-18.0,40,1,1,4,1,1,0.43619738102994254
208,1,q_learning,hidden,-60.0,63,1,1,8,1,1,0.43445259150582277
209,1,q_learning,hidden,13.0,33,1,0,3,1,1,0.4327147811397995
210,1,q_learning,hidden,-76.5,63,1,2,7,1,1,0.4309839220152403
211,1,q_learning,hidden,-60.0,49,1,3,3,1,1,0.4292599863271793
212,1,q_learning,hidden,25.0,25,1,0,2,1,1,0.4275429463818706
213,1,q_learning,hidden,-60.0,47,1,2,7,1,1,0.4258327745963431
214,1,q_learning,hidden,-66.0,49,1,3,4,1,1,0.4241294434979578
215,1,q_learning,hidden,-12.5,50,1,0,5,1,1,0.4224329257239659
216,1,q_learning,hidden,-39.5,51,1,1,6,1,1,0.4207431940210701
217,1,q_learning,hidden,-33.0,50,1,2,1,1,1,0.41906022124498576
218,1,q_learning,hidden,5.5,32,1,0,5,1,1,0.41738398036000585
219,1,q_learning,hidden,-145.0,69,1,4,12,1,1,0.4157144444385658
220,1,q_learning,hidden,-36.5,44,1,2,3,1,1,0.41405158666081154
221,1,q_learning,hidden,-11.5,47,1,0,5,1,1,0.4123953803141683
222,1,q_learning,hidden,-7.0,32,1,1,3,1,1,0.4107457987929116
223,1,q_learning,hidden,10.0,37,1,0,3,1,1,0.40910281559774
224,1,q_learning,hidden,-36.5,27,1,3,2,1,1,0.40746640433534903
