episode,seed,algo,wind_mode,return,steps,success,violations,collisions,pickup_success,dropoff_success,epsilon
0,4,q_learning,hidden,-484.5,120,0,12,29,1,0,1.0
1,4,q_learning,hidden,-650.5,120,0,22,21,0,0,0.996
2,4,q_learning,hidden,-542.0,120,0,16,23,0,0,0.992016
3,4,q_learning,hidden,-488.0,120,0,13,25,1,0,0.988047936
4,4,q_learning,hidden,-226.5,98,1,7,12,1,1,0.984095744256
5,4,q_learning,hidden,-562.5,120,0,21,9,1,0,0.980159361278976
6,4,q_learning,hidden,-175.0,62,1,5,16,1,1,0.9762387238338601
7,4,q_learning,hidden,-399.0,120,0,11,14,0,0,0.9723337689385246
8,4,q_learning,hidden,-390.5,120,0,10,16,0,0,0.9684444338627706
9,4,q_learning,hidden,-450.0,120,0,10,31,1,0,0.9645706561273194
10,4,q_learning,hidden,-323.0,120,0,6,19,0,0,0.9607123735028101
11,4,q_learning,hidden,-911.5,120,0,38,9,0,0,0.9568695240087989
12,4,q_learning,hidden,-280.5,120,0,6,11,0,0,0.9530420459127638
13,4,q_learning,hidden,-356.5,120,0,7,22,0,0,0.9492298777291127
14,4,q_learning,hidden,-461.5,120,0,13,21,1,0,0.9454329582181962
15,4,q_learning,hidden,-419.5,120,0,11,19,0,0,0.9416512263853234
16,4,q_learning,hidden,-197.0,111,1,1,28,1,1,0.9378846214797821
17,4,q_learning,hidden,-495.5,120,0,17,12,1,0,0.934133082993863
18,4,q_learning,hidden,-326.0,120,0,7,18,1,0,0.9303965506618875
19,4,q_learning,hidden,-361.0,120,0,8,19,0,0,0.92667496445924
20,4,q_learning,hidden,-211.0,120,0,2,13,0,0,0.922968264601403
21,4,q_learning,hidden,-410.0,120,0,10,21,0,0,0.9192763915429975
22,4,q_learning,hidden,-126.5,46,1,5,9,1,1,0.9155992859768254
23,4,q_learning,hidden,-742.5,120,0,26,24,1,0,0.9119368888329181
24,4,q_learning,hidden,-532.5,120,0,16,23,1,0,0.9082891412775864
25,4,q_learning,hidden,-344.0,120,0,8,18,1,0,0.9046559847124761
26,4,q_learning,hidden,-534.5,120,0,19,9,0,0,0.9010373607736262
27,4,q_learning,hidden,-364.0,120,0,7,25,1,0,0.8974332113305317
28,4,q_learning,hidden,-447.5,120,0,13,18,1,0,0.8938434784852095
29,4,q_learning,hidden,-283.5,120,0,4,21,1,0,0.8902681045712687
30,4,q_learning,hidden,-296.0,97,1,10,14,1,1,0.8867070321529836
31,4,q_learning,hidden,-538.5,120,0,19,12,1,0,0.8831602040243717
32,4,q_learning,hidden,-433.0,120,0,10,27,1,0,0.8796275632082742
33,4,q_learning,hidden,-319.0,120,0,5,25,1,0,0.8761090529554411
34,4,q_learning,hidden,-476.0,120,0,15,16,1,0,0.8726046167436193
35,4,q_learning,hidden,-488.5,120,0,16,15,1,0,0.8691141982766448
36,4,q_learning,hidden,-674.5,120,0,28,3,1,0,0.8656377414835382
37,4,q_learning,hidden,-449.5,120,0,14,14,1,0,0.862175190517604
38,4,q_learning,hidden,-696.0,120,0,28,8,1,0,0.8587264897555337
39,4,q_learning,hidden,-296.5,120,0,5,21,1,0,0.8552915837965115
40,4,q_learning,hidden,-450.0,120,0,14,13,0,0,0.8518704174613255
41,4,q_learning,hidden,-386.0,120,0,10,18,1,0,0.8484629357914802
42,4,q_learning,hidden,-291.0,88,1,10,14,1,1,0.8450690840483143
43,4,q_learning,hidden,-372.0,120,0,8,23,1,0,0.841688807712121
44,4,q_learning,hidden,-62.0,55,1,2,7,1,1,0.8383220524812726
45,4,q_learning,hidden,-289.0,120,0,6,15,1,0,0.8349687642713475
46,4,q_learning,hidden,-164.5,101,1,3,15,1,1,0.831628889214262
47,4,q_learning,hidden,-282.5,120,0,5,17,1,0,0.828302373657405
48,4,q_learning,hidden,-333.5,120,0,9,11,1,0,0.8249891641627753
49,4,q_learning,hidden,-565.0,120,0,19,19,1,0,0.8216892075061243
50,4,q_learning,hidden,-442.5,120,0,14,13,1,0,0.8184024506760997
51,4,q_learning,hidden,-215.0,73,1,8,10,1,1,0.8151288408733953
52,4,q_learning,hidden,-413.5,120,0,14,7,1,0,0.8118683255099017
53,4,q_learning,hidden,-365.0,120,0,9,17,1,0,0.8086208522078622
54,4,q_learning,hidden,-138.0,75,1,5,6,1,1,0.8053863687990307
55,4,q_learning,hidden,-292.0,120,0,5,19,1,0,0.8021648233238345
56,4,q_learning,hidden,-480.0,120,0,17,9,1,0,0.7989561640305393
