episode,seed,algo,wind_mode,return,steps,success,violations,collisions,pickup_success,dropoff_success,epsilon
198,9,q_learning,observable,-261.0,80,1,12,2,1,1,0.4522192109609089
199,9,q_learning,observable,-30.0,60,1,1,3,1,1,0.4504103341170652
200,9,q_learning,observable,-115.0,50,1,6,2,1,1,0.44860869278059695
201,9,q_learning,observable,-117.5,106,1,3,5,1,1,0.4468142580094746
202,9,q_learning,observable,-153.5,56,1,7,5,1,1,0.4450270009774367
203,9,q_learning,observable,-73.0,58,1,2,8,1,1,0.44324689297352693
204,9,q_learning,observable,-232.5,120,0,5,8,1,0,0.44147390540163284
205,9,q_learning,observable,-119.5,59,1,4,9,1,1,0.4397080097800263
206,9,q_learning,observable,-85.5,37,1,5,2,1,1,0.4379491777409062
207,9,q_learning,observable,-124.5,71,1,5,4,1,1,0.43619738102994254
208,9,q_learning,observable,-87.0,60,1,4,3,1,1,0.43445259150582277
209,9,q_learning,observable,-1.5,25,1,2,0,1,1,0.4327147811397995
210,9,q_learning,observable,-79.5,92,1,2,4,1,1,0.4309839220152403
211,9,q_learning,observable,-23.5,47,1,1,4,1,1,0.4292599863271793
212,9,q_learning,observable,-180.5,90,1,7,4,1,1,0.4275429463818706
213,9,q_learning,observable,4.0,31,1,1,2,1,1,0.4258327745963431
214,9,q_learning,observable,-200.5,80,1,7,10,1,1,0.4241294434979578
215,9,q_learning,observable,-306.0,120,0,8,9,0,0,0.4224329257239659
216,9,q_learning,observable,-79.0,92,1,1,8,1,1,0.4207431940210701
217,9,q_learning,observable,-179.0,120,0,2,9,1,0,0.41906022124498576
218,9,q_learning,observable,-311.5,120,0,9,8,1,0,0.41738398036000585
219,9,q_learning,observable,-157.0,120,0,1,7,0,0,0.4157144444385658
220,9,q_learning,observable,-66.5,68,1,2,5,1,1,0.41405158666081154
221,9,q_learning,observable,-81.0,66,1,3,5,1,1,0.4123953803141683
222,9,q_learning,observable,-63.0,44,1,4,1,1,1,0.4107457987929116
223,9,q_learning,observable,-374.5,120,0,12,8,1,0,0.40910281559774
224,9,q_learning,observable,-55.0,72,1,2,2,1,1,0.40746640433534903
225,9,q_learning,observable,-69.5,62,1,2,7,1,1,0.4058365387180076
226,9,q_learning,observable,10.5,39,1,0,3,1,1,0.4042131925631356
227,9,q_learning,observable,-115.0,92,1,1,15,1,1,0.40259633979288306
228,9,q_learning,observable,-95.5,70,1,2,11,1,1,0.4009859544337115
229,9,q_learning,observable,-8.5,56,1,0,4,1,1,0.39938201061597667
230,9,q_learning,observable,-162.0,93,1,6,4,1,1,0.39778448257351273
231,9,q_learning,observable,-127.0,120,1,2,9,1,1,0.3961933446432187
232,9,q_learning,observable,-37.5,28,1,2,6,1,1,0.3946085712646458
233,9,q_learning,observable,-238.5,120,0,4,12,1,0,0.3930301369795872
234,9,q_learning,observable,-16.0,46,1,1,3,1,1,0.3914580164316689
235,9,q_learning,observable,-40.0,64,1,2,1,1,1,0.3898921843659422
236,9,q_learning,observable,4.5,33,1,1,1,1,1,0.38833261562847843
237,9,q_learning,observable,-182.0,120,1,4,11,1,1,0.38677928516596455
238,9,q_learning,observable,-169.0,80,1,7,4,1,1,0.3852321680253007
239,9,q_learning,observable,-47.0,65,1,1,6,1,1,0.3836912393531995
240,9,q_learning,observable,-20.0,61,1,0,5,1,1,0.38215647439578665
241,9,q_learning,observable,25.5,26,1,0,2,1,1,0.3806278484982035
242,9,q_learning,observable,-27.0,43,1,1,6,1,1,0.3791053371042107
243,9,q_learning,observable,-257.5,104,1,10,5,1,1,0.37758891575579384
244,9,q_learning,observable,-49.0,63,1,1,7,1,1,0.3760785600927707
245,9,q_learning,observable,-230.0,120,0,5,7,1,0,0.37457424585239957
246,9,q_learning,observable,-7.0,48,1,1,1,1,1,0.37307594886899
247,9,q_learning,observable,-72.0,46,1,4,2,1,1,0.37158364507351405
248,9,q_learning,observable,24.5,33,1,0,1,1,1,0.37009731049322
249,9,q_learning,observable,-61.0,40,1,4,1,1,1,0.3686169212512471
250,9,q_learning,observable,-109.0,69,1,4,5,1,1,0.3671424535662421
251,9,q_learning,observable,-42.0,49,1,3,0,1,1,0.3656738837519771
252,9,q_learning,observable,-29.0,54,1,1,4,1,1,0.36421118821696924
253,9,q_learning,observable,22.5,35,1,0,1,1,1,0.36275434346410135
254,9,q_learning,observable,4.5,38,1,0,4,1,1,0.36130332609024496
255,9,q_learning,observable,-13.5,51,1,1,2,1,1,0.359858112785884
256,9,q_learning,observable,-37.0,52,1,1,6,1,1,0.35841868033474045
257,9,q_learning,observable,-9.0,43,1,1,2,1,1,0.35698500561340146
258,9,q_learning,observable,-53.5,64,1,2,4,1,1,0.35555706559094785
259,9,q_learning,observable,-88.0,48,1,5,1,1,1,0.3541348373285841
260,9,q_learning,observable,20.5,32,1,0,2,1,1,0.35271829797926973
261,9,q_learning,observable,-29.5,44,1,2,2,1,1,0.35130742478735266
262,9,q_learning,observable,-60.5,68,1,2,4,1,1,0.34990219508820325
263,9,q_learning,observable,-5.5,41,1,1,2,1,1,0.3485025863078504
264,9,q_learning,observable,7.5,40,1,0,3,1,1,0.347108575962619
265,9,q_learning,observable,-11.0,38,1,1,3,1,1,0.3457201416587685
266,9,q_learning,observable,-8.5,48,1,1,1,1,1,0.3443372610921335
267,9,q_learning,observable,-87.5,100,1,1,8,1,1,0.34295991204776494
268,9,q_learning,observable,12.0,40,1,0,2,1,1,0.34158807239957384
269,9,q_learning,observable,-62.0,71,1,2,3,1,1,0.3402217201099756
270,9,q_learning,observable,-2.5,46,1,0,4,1,1,0.33886083322953564
271,9,q_learning,observable,32.5,24,1,0,1,1,1,0.33750538989661755
272,9,q_learning,observable,-7.0,48,1,0,5,1,1,0.336155368337031
273,9,q_learning,observable,-33.5,67,1,1,3,1,1,0.33481074686368295
274,9,q_learning,observable,27.0,33,1,0,1,1,1,0.3334715038762282
275,9,q_learning,observable,-7.0,36,1,1,3,1,1,0.33213761786072327
276,9,q_learning,observable,-46.0,50,1,3,0,1,1,0.3308090673892804
277,9,q_learning,observable,17.5,30,1,0,3,1,1,0.32948583111972324
278,9,q_learning,observable,9.5,33,1,1,0,1,1,0.32816788779524436
279,9,q_learning,observable,7.5,31,1,0,5,1,1,0.3268552162440634
280,9,q_learning,observable,15.5,39,1,0,2,1,1,0.3255477953790871
281,9,q_learning,observable,24.0,24,1,0,3,1,1,0.32424560419757076
282,9,q_learning,observable,18.5,40,1,0,1,1,1,0.3229486217807805
283,9,q_learning,observable,-141.0,111,1,5,1,1,1,0.32165682729365735
284,9,q_learning,observable,25.5,28,1,0,2,1,1,0.32037019998448274
285,9,q_learning,observable,25.0,33,1,0,1,1,1,0.3190887191845448
286,9,q_learning,observable,-16.5,49,1,1,3,1,1,0.3178123643078066
287,9,q_learning,observable,-173.5,120,1,4,10,1,1,0.3165411148505754
288,9,q_learning,observable,-20.0,26,1,2,3,1,1,0.3152749503911731
289,9,q_learning,observable,-12.5,59,1,0,4,1,1,0.3140138505896084
290,9,q_learning,observable,-89.5,51,1,5,1,1,1,0.31275779518725
291,9,q_learning,observable,0.5,46,1,0,4,1,1,0.31150676400650096
292,9,q_learning,observable,-47.0,35,1,3,3,1,1,0.31026073695047496
293,9,q_learning,observable,24.5,40,1,0,0,1,1,0.30901969400267304
294,9,q_learning,observable,32.5,24,1,0,1,1,1,0.30778361522666237
295,9,q_learning,observable,3.0,45,1,0,3,1,1,0.3065524807657557
296,9,q_learning,observable,-44.0,44,1,3,1,1,1,0.3053262708426927
297,9,q_learning,observable,15.5,43,1,0,1,1,1,0.30410496575932194
298,9,q_learning,observable,26.5,27,1,0,2,1,1,0.3028885458962846
299,9,q_learning,observable,-32.5,41,1,2,3,1,1,0.3016769917126995
300,9,q_learning,observable,-91.0,60,1,4,3,1,1,0.3004702837458487
301,9,q_learning,observable,-39.5,50,1,1,7,1,1,0.2992684026108653
302,9,q_learning,observable,-36.0,49,1,2,2,1,1,0.2980713290004218
303,9,q_learning,observable,25.5,30,1,0,1,1,1,0.29687904368442014
304,9,q_learning,observable,-18.0,24,1,2,3,1,1,0.2956915275096825
305,9,q_learning,observable,-241.0,120,0,5,8,0,0,0.2945087613996437
306,9,q_learning,observable,28.0,29,1,0,1,1,1,0.29333072635404517
307,9,q_learning,observable,-8.5,36,1,1,3,1,1,0.292157403448629
308,9,q_learning,observable,-28.5,47,1,1,5,1,1,0.29098877383483446
309,9,q_learning,observable,-25.0,35,1,2,3,1,1,0.2898248187394951
310,9,q_learning,observable,4.0,28,1,1,2,1,1,0.28866551946453717
311,9,q_learning,observable,30.5,26,1,0,1,1,1,0.287510857386679
312,9,q_learning,observable,21.0,32,1,0,2,1,1,0.28636081395713225
313,9,q_learning,observable,12.5,35,1,0,3,1,1,0.28521537070130376
314,9,q_learning,observable,-62.0,35,1,4,2,1,1,0.2840745092184985
315,9,q_learning,observable,3.5,37,1,0,4,1,1,0.28293821118162454
316,9,q_learning,observable,31.5,24,1,0,1,1,1,0.28180645833689805
317,9,q_learning,observable,34.0,22,1,0,1,1,1,0.2806792325035504
318,9,q_learning,observable,14.5,33,1,0,3,1,1,0.2795565155735362
319,9,q_learning,observable,24.0,28,1,0,2,1,1,0.2784382895112421
320,9,q_learning,observable,12.0,30,1,0,4,1,1,0.27732453635319715
321,9,q_learning,observable,-5.5,51,1,0,4,1,1,0.2762152382077843
322,9,q_learning,observable,6.0,43,1,0,3,1,1,0.2751103772549532
323,9,q_learning,observable,-20.5,44,1,1,4,1,1,0.2740099357459334
324,9,q_learning,observable,28.5,29,1,0,1,1,1,0.27291389600294963
325,9,q_learning,observable,12.5,30,1,0,4,1,1,0.2718222404189379
326,9,q_learning,observable,22.0,32,1,0,2,1,1,0.2707349514572621
327,9,q_learning,observable,-10.5,49,1,1,1,1,1,0.26965201165143304
328,9,q_learning,observable,23.0,39,1,0,0,1,1,0.26857340360482734
329,9,q_learning,observable,30.5,26,1,0,1,1,1,0.267499109990408
330,9,q_learning,observable,22.5,30,1,0,2,1,1,0.26642911355044635
331,9,q_learning,observable,17.0,35,1,0,2,1,1,0.26536339709624457
332,9,q_learning,observable,19.0,34,1,0,2,1,1,0.2643019435078596
333,9,q_learning,observable,-30.5,45,1,2,2,1,1,0.2632447357338282
334,9,q_learning,observable,-29.5,72,1,0,5,1,1,0.26219175679089285
335,9,q_learning,observable,19.5,28,1,0,3,1,1,0.2611429897637293
336,9,q_learning,observable,3.5,36,1,1,1,1,1,0.26009841780467435
337,9,q_learning,observable,27.5,39,1,0,0,1,1,0.2590580241334557
338,9,q_learning,observable,-6.5,32,1,1,3,1,1,0.2580217920369218
339,9,q_learning,observable,-93.5,36,1,6,0,1,1,0.25698970486877415
340,9,q_learning,observable,33.0,22,1,0,1,1,1,0.25596174604929905
341,9,q_learning,observable,6.5,41,1,0,3,1,1,0.25493789906510184
342,9,q_learning,observable,3.0,28,1,1,2,1,1,0.25391814746884145
343,9,q_learning,observable,4.5,47,1,0,3,1,1,0.2529024748789661
344,9,q_learning,observable,-20.0,38,1,2,1,1,1,0.25189086497945024
345,9,q_learning,observable,24.5,32,1,0,1,1,1,0.2508833015195324
346,9,q_learning,observable,27.5,31,1,0,1,1,1,0.2498797683134543
347,9,q_learning,observable,27.5,29,1,0,1,1,1,0.24888024924020047
348,9,q_learning,observable,-45.0,59,1,1,6,1,1,0.24788472824323968
349,9,q_learning,observable,-20.5,37,1,2,1,1,1,0.24689318933026672
350,9,q_learning,observable,8.0,34,1,1,0,1,1,0.24590561657294563
351,9,q_learning,observable,2.5,55,1,0,2,1,1,0.24492199410665386
352,9,q_learning,observable,8.0,23,1,1,2,1,1,0.24394230613022724
353,9,q_learning,observable,14.5,31,1,0,3,1,1,0.24296653690570633
354,9,q_learning,observable,-5.5,26,1,2,0,1,1,0.2419946707580835
355,9,q_learning,observable,24.5,31,1,0,1,1,1,0.24102669207505117
356,9,q_learning,observable,28.5,34,1,0,0,1,1,0.24006258530675095
357,9,q_learning,observable,17.0,36,1,0,2,1,1,0.23910233496552397
358,9,q_learning,observable,-5.5,40,1,1,2,1,1,0.23814592562566186
359,9,q_learning,observable,9.5,32,1,1,0,1,1,0.23719334192315922
360,9,q_learning,observable,7.5,40,1,0,3,1,1,0.23624456855546658
361,9,q_learning,observable,19.0,33,1,0,2,1,1,0.2352995902812447
362,9,q_learning,observable,-1.5,42,1,0,5,1,1,0.23435839192011973
363,9,q_learning,observable,-12.0,34,1,2,0,1,1,0.23342095835243926
364,9,q_learning,observable,-13.0,36,1,2,0,1,1,0.23248727451902948
365,9,q_learning,observable,6.0,32,1,1,1,1,1,0.23155732542095336
