episode,seed,algo,wind_mode,return,steps,success,violations,collisions,pickup_success,dropoff_success,epsilon
0,3,q_learning,observable,-627.5,120,0,22,16,0,0,1.0
1,3,q_learning,observable,-317.5,120,0,4,27,1,0,0.996
2,3,q_learning,observable,-459.0,120,0,13,20,1,0,0.992016
3,3,q_learning,observable,-407.0,120,0,11,18,1,0,0.988047936
4,3,q_learning,observable,-693.0,120,0,24,21,0,0,0.984095744256
5,3,q_learning,observable,-671.5,120,0,23,22,1,0,0.980159361278976
6,3,q_learning,observable,-656.5,120,0,23,18,0,0,0.9762387238338601
7,3,q_learning,observable,-411.0,120,0,12,13,0,0,0.9723337689385246
8,3,q_learning,observable,-702.5,120,0,26,17,1,0,0.9684444338627706
9,3,q_learning,observable,-358.0,120,0,9,16,1,0,0.9645706561273194
10,3,q_learning,observable,-620.0,120,0,22,14,0,0,0.9607123735028101
11,3,q_learning,observable,-511.5,120,0,15,23,1,0,0.9568695240087989
12,3,q_learning,observable,-550.0,120,0,16,26,1,0,0.9530420459127638
13,3,q_learning,observable,-680.5,120,0,24,18,0,0,0.9492298777291127
14,3,q_learning,observable,-508.5,120,0,17,14,1,0,0.9454329582181962
15,3,q_learning,observable,-418.5,120,0,9,28,1,0,0.9416512263853234
16,3,q_learning,observable,-630.5,120,0,23,14,0,0,0.9378846214797821
17,3,q_learning,observable,-455.0,120,0,13,19,1,0,0.934133082993863
18,3,q_learning,observable,-373.0,120,0,10,15,1,0,0.9303965506618875
19,3,q_learning,observable,-674.5,120,0,25,15,1,0,0.92667496445924
20,3,q_learning,observable,-445.0,120,0,11,26,1,0,0.922968264601403
21,3,q_learning,observable,-534.5,120,0,18,16,1,0,0.9192763915429975
22,3,q_learning,observable,-692.0,120,0,26,15,1,0,0.9155992859768254
23,3,q_learning,observable,-643.5,120,0,24,11,0,0,0.9119368888329181
24,3,q_learning,observable,-406.5,120,0,9,26,1,0,0.9082891412775864
25,3,q_learning,observable,-599.5,120,0,22,13,1,0,0.9046559847124761
26,3,q_learning,observable,-525.5,120,0,17,18,1,0,0.9010373607736262
27,3,q_learning,observable,-381.0,120,0,7,29,1,0,0.8974332113305317
28,3,q_learning,observable,-368.5,120,0,9,17,0,0,0.8938434784852095
29,3,q_learning,observable,-509.0,119,1,19,17,1,1,0.8902681045712687
30,3,q_learning,observable,-640.0,120,0,24,10,0,0,0.8867070321529836
31,3,q_learning,observable,-544.5,120,0,19,12,0,0,0.8831602040243717
32,3,q_learning,observable,-565.0,120,0,19,18,1,0,0.8796275632082742
33,3,q_learning,observable,-326.0,120,0,4,29,1,0,0.8761090529554411
34,3,q_learning,observable,-405.5,120,0,9,24,0,0,0.8726046167436193
35,3,q_learning,observable,-520.0,120,0,16,21,1,0,0.8691141982766448
36,3,q_learning,observable,-61.5,55,1,0,14,1,1,0.8656377414835382
37,3,q_learning,observable,-385.0,120,0,7,29,1,0,0.862175190517604
38,3,q_learning,observable,-369.0,120,0,8,23,1,0,0.8587264897555337
39,3,q_learning,observable,-621.5,120,0,23,12,1,0,0.8552915837965115
40,3,q_learning,observable,-393.5,120,0,12,11,1,0,0.8518704174613255
